"","sample_id","plate_number","treatment","cluster_round_1","cluster_round_2","cluster_round_3","cluster_round_4","cluster_round_5","cluster_round_7","cluster_round_8","cluster_round_10"
"391","plate_4_244","plate_4","iRSK_EGF",9,9,9,9,9,9,9,9
"392","plate_8_244","plate_8","EGF",8,5,5,6,6,5,4,6
"393","plate_9_244","plate_9","EGF",7,6,6,5,5,6,8,5
"394","plate_10_194","plate_10","EGF",2,6,6,7,7,6,5,8
"395","plate_12_194","plate_12","ip70S6K_EGF",4,3,3,2,2,2,3,3
"396","plate_3_194","plate_3","ip70S6K_EGF",5,2,2,3,1,1,2,2
"397","plate_8_194","plate_8","iRSK_EGF",7,6,6,5,7,6,5,5
"398","plate_9_194","plate_9","iRSK_EGF",1,1,3,2,3,3,7,1
"399","plate_10_227","plate_10","iRSK_EGF",7,8,7,5,5,8,8,5
"400","plate_13_227","plate_13","EGF",2,2,2,3,1,1,2,2
"401","plate_4_227","plate_4","ip70S6K_EGF",5,2,2,3,1,1,2,2
"402","plate_8_227","plate_8","ip70S6K_EGF",1,1,1,1,3,3,1,1
"403","plate_9_227","plate_9","EGF",4,7,8,8,8,7,7,7
"404","plate_10_200","plate_10","iRSK_EGF",1,1,1,1,3,3,1,1
"405","plate_12_200","plate_12","EGF",3,4,4,4,4,4,6,4
"406","plate_2_200","plate_2","iRSK_EGF",4,7,8,8,8,7,7,7
"407","plate_4_200","plate_4","EGF",1,1,1,1,7,6,1,1
"408","plate_6_200","plate_6","iRSK_EGF",5,2,2,3,1,1,2,2
"409","plate_7_200","plate_7","EGF",3,4,4,4,4,4,6,4
"410","plate_9_200","plate_9","ip70S6K_EGF",8,5,5,6,6,5,4,6
"411","plate_10_163","plate_10","iRSK_EGF",5,2,2,2,1,1,2,2
"412","plate_11_163","plate_11","EGF",8,5,5,2,6,5,4,6
"413","plate_12_163","plate_12","EGF",5,2,2,3,1,1,2,2
"414","plate_4_163","plate_4","ip70S6K_EGF",8,5,5,6,6,5,4,6
"415","plate_6_163","plate_6","EGF",4,7,3,2,2,7,7,7
"416","plate_9_163","plate_9","EGF",1,1,1,1,3,3,1,1
"417","plate_10_217","plate_10","EGF",7,8,7,5,5,8,8,5
"418","plate_11_217","plate_11","EGF",2,6,6,7,7,6,5,8
"419","plate_12_217","plate_12","ip70S6K_EGF",5,2,2,3,1,1,2,2
"420","plate_2_217","plate_2","iRSK_EGF",1,1,1,1,3,3,1,1
"421","plate_3_217","plate_3","ip70S6K_EGF",5,2,2,3,1,1,2,2
"422","plate_7_217","plate_7","ip70S6K_EGF",4,7,3,2,2,7,7,7
"423","plate_10_195","plate_10","EGF",5,2,2,3,1,1,2,2
"424","plate_12_195","plate_12","iRSK_EGF",7,8,7,5,5,8,8,5
"425","plate_13_195","plate_13","iRSK_EGF",1,1,1,1,3,3,1,1
"426","plate_3_195","plate_3","ip70S6K_EGF",3,4,4,4,4,4,6,4
"427","plate_7_195","plate_7","ip70S6K_EGF",6,3,3,2,2,2,3,3
"428","plate_2_160","plate_2","iRSK_EGF",4,7,8,8,8,7,7,7
"429","plate_6_160","plate_6","ip70S6K_EGF",8,5,5,6,6,5,4,6
"430","plate_12_161","plate_12","EGF",4,7,8,8,8,7,7,7
"431","plate_6_161","plate_6","ip70S6K_EGF",6,3,3,2,2,2,3,3
"432","plate_9_161","plate_9","iRSK_EGF",1,1,1,1,3,3,1,1
"433","plate_10_226","plate_10","iRSK_EGF",9,9,9,9,9,9,9,9
"434","plate_12_226","plate_12","iRSK_EGF",3,1,4,1,4,3,1,1
"435","plate_3_226","plate_3","iRSK_EGF",1,1,1,1,3,6,1,1
"436","plate_7_226","plate_7","ip70S6K_EGF",3,4,4,4,7,4,5,8
"437","plate_12_246","plate_12","EGF",8,5,5,6,6,5,4,6
"438","plate_13_246","plate_13","EGF",2,6,6,3,1,1,5,8
"439","plate_3_246","plate_3","EGF",1,1,1,1,3,3,1,1
"440","plate_4_246","plate_4","iRSK_EGF",3,4,4,4,4,4,6,4
"441","plate_9_246","plate_9","ip70S6K_EGF",9,9,9,9,9,9,9,9
"442","plate_12_162","plate_12","EGF",3,4,4,4,4,4,3,3
"443","plate_4_162","plate_4","EGF",3,4,4,4,4,4,6,4
"444","plate_6_162","plate_6","iRSK_EGF",4,7,8,8,8,7,7,7
"445","plate_7_162","plate_7","EGF",2,6,6,7,7,6,5,8
"446","plate_8_162","plate_8","EGF",5,5,3,6,2,5,4,6
"447","plate_9_162","plate_9","EGF",1,1,1,1,3,3,1,1
"448","plate_11_152","plate_11","ip70S6K_EGF",3,4,4,4,4,4,6,4
"449","plate_12_152","plate_12","ip70S6K_EGF",4,3,3,2,2,2,3,7
"450","plate_6_152","plate_6","EGF",2,2,2,3,1,1,2,2
"451","plate_10_239","plate_10","iRSK_EGF",4,7,8,8,8,7,7,7
"452","plate_12_239","plate_12","EGF",9,9,9,9,9,9,9,9
"453","plate_2_239","plate_2","iRSK_EGF",3,4,4,4,4,4,6,4
"454","plate_3_239","plate_3","iRSK_EGF",7,8,7,5,5,8,8,5
"455","plate_7_239","plate_7","iRSK_EGF",4,7,8,8,8,7,7,7
"456","plate_10_243","plate_10","EGF",9,9,9,9,9,9,9,9
"457","plate_11_243","plate_11","EGF",9,9,9,9,9,9,9,9
"458","plate_12_243","plate_12","iRSK_EGF",8,5,5,6,6,5,4,6
"459","plate_13_243","plate_13","ip70S6K_EGF",9,9,9,9,9,9,9,9
"460","plate_2_243","plate_2","EGF",9,9,9,9,9,9,9,9
"461","plate_7_243","plate_7","iRSK_EGF",9,9,9,9,9,9,9,9
"462","plate_10_164","plate_10","ip70S6K_EGF",2,6,6,7,7,6,5,8
"463","plate_11_164","plate_11","ip70S6K_EGF",5,2,2,3,1,1,2,2
"464","plate_12_164","plate_12","iRSK_EGF",3,4,5,4,6,4,6,4
"465","plate_4_164","plate_4","ip70S6K_EGF",4,3,3,2,2,2,3,7
"466","plate_6_164","plate_6","iRSK_EGF",4,7,8,8,8,7,7,7
"467","plate_7_164","plate_7","EGF",8,5,5,6,6,5,4,6
"468","plate_8_164","plate_8","ip70S6K_EGF",2,6,6,7,7,6,5,8
"469","plate_10_158","plate_10","ip70S6K_EGF",6,3,3,2,2,2,3,3
"470","plate_2_158","plate_2","EGF",7,6,6,5,7,6,1,5
"471","plate_4_158","plate_4","ip70S6K_EGF",2,2,2,3,1,1,2,2
"472","plate_9_158","plate_9","ip70S6K_EGF",1,1,1,1,3,6,1,1
"473","plate_10_225","plate_10","iRSK_EGF",4,7,8,8,8,7,7,7
"474","plate_12_225","plate_12","ip70S6K_EGF",8,5,5,6,6,5,4,6
"475","plate_13_225","plate_13","iRSK_EGF",8,5,5,6,6,5,4,6
"476","plate_2_225","plate_2","ip70S6K_EGF",7,8,7,5,5,8,8,5
"477","plate_4_225","plate_4","EGF",7,6,6,5,5,6,8,5
"478","plate_7_225","plate_7","EGF",6,3,3,2,2,2,3,3
"479","plate_8_225","plate_8","iRSK_EGF",4,7,8,8,8,7,7,7
"480","plate_9_225","plate_9","EGF",4,7,8,8,8,7,7,7
"481","plate_10_215","plate_10","iRSK_EGF",4,7,8,8,8,7,7,7
"482","plate_12_215","plate_12","iRSK_EGF",2,6,6,7,7,6,5,8
"483","plate_13_215","plate_13","ip70S6K_EGF",5,2,2,3,1,1,2,2
"484","plate_4_215","plate_4","EGF",6,3,3,2,2,2,3,3
"485","plate_6_215","plate_6","iRSK_EGF",4,7,8,8,8,7,7,7
"486","plate_10_196","plate_10","EGF",5,2,2,3,1,1,2,2
"487","plate_11_196","plate_11","ip70S6K_EGF",5,2,2,3,1,1,2,2
"488","plate_12_196","plate_12","ip70S6K_EGF",5,2,2,3,1,1,2,2
"489","plate_2_196","plate_2","EGF",7,8,7,5,5,8,8,5
"490","plate_3_196","plate_3","iRSK_EGF",2,6,6,7,7,6,5,8
"491","plate_4_196","plate_4","ip70S6K_EGF",5,2,2,3,1,1,2,2
"492","plate_6_196","plate_6","iRSK_EGF",2,2,2,3,1,1,2,2
"493","plate_8_196","plate_8","EGF",5,2,2,3,1,1,2,2
"494","plate_9_196","plate_9","EGF",5,2,2,3,1,1,2,2
"495","plate_10_207","plate_10","iRSK_EGF",4,7,8,2,8,7,7,7
"496","plate_11_207","plate_11","EGF",6,3,3,2,2,2,3,3
"497","plate_13_207","plate_13","ip70S6K_EGF",3,4,4,4,4,4,6,1
"498","plate_3_207","plate_3","ip70S6K_EGF",1,7,1,1,3,3,7,3
"499","plate_4_207","plate_4","EGF",8,5,5,6,6,5,4,6
"500","plate_6_207","plate_6","ip70S6K_EGF",6,3,3,2,2,2,3,3
"501","plate_7_207","plate_7","ip70S6K_EGF",4,7,3,2,2,7,7,7
"502","plate_9_207","plate_9","ip70S6K_EGF",6,3,3,2,2,2,3,3
"503","plate_10_245","plate_10","EGF",7,8,7,5,5,8,8,5
"504","plate_11_245","plate_11","ip70S6K_EGF",9,9,9,9,9,9,9,9
"505","plate_12_245","plate_12","ip70S6K_EGF",2,6,6,7,6,5,5,8
"506","plate_2_245","plate_2","ip70S6K_EGF",4,3,3,2,2,2,3,3
"507","plate_3_245","plate_3","EGF",9,9,9,9,9,9,9,9
"508","plate_8_245","plate_8","iRSK_EGF",9,9,9,9,9,9,9,9
"509","plate_10_199","plate_10","EGF",6,3,3,2,2,2,3,3
"510","plate_2_199","plate_2","iRSK_EGF",6,3,3,2,1,2,2,2
"511","plate_4_199","plate_4","iRSK_EGF",1,1,1,1,3,3,1,1
"512","plate_6_199","plate_6","EGF",4,7,3,8,8,7,7,7
"513","plate_8_199","plate_8","ip70S6K_EGF",5,2,2,3,1,1,2,2
"514","plate_9_199","plate_9","iRSK_EGF",4,7,8,8,8,7,7,7
"515","plate_13_197","plate_13","iRSK_EGF",1,1,1,1,3,3,3,3
"516","plate_4_197","plate_4","ip70S6K_EGF",4,7,8,8,8,7,7,7
"517","plate_6_197","plate_6","iRSK_EGF",1,1,1,1,3,3,3,3
"518","plate_7_197","plate_7","iRSK_EGF",3,4,4,4,4,4,6,4
"519","plate_9_197","plate_9","EGF",1,3,1,1,2,2,3,3
"520","plate_10_229","plate_10","iRSK_EGF",4,7,8,8,8,7,7,7
"521","plate_2_229","plate_2","iRSK_EGF",1,1,1,1,3,3,1,1
"522","plate_3_229","plate_3","EGF",3,4,4,4,4,4,6,4
"523","plate_6_229","plate_6","iRSK_EGF",1,1,1,1,3,3,1,1
"524","plate_7_229","plate_7","ip70S6K_EGF",8,5,5,6,6,5,4,6
"525","plate_9_229","plate_9","EGF",3,4,4,4,4,4,6,4
"526","plate_3_233","plate_3","ip70S6K_EGF",1,3,1,1,2,2,3,3
"527","plate_4_233","plate_4","iRSK_EGF",4,7,8,8,8,7,7,7
"528","plate_9_233","plate_9","EGF",2,6,6,7,7,6,5,8
"529","plate_10_242","plate_10","ip70S6K_EGF",9,9,9,9,9,9,9,9
"530","plate_13_242","plate_13","EGF",8,5,5,6,6,5,4,6
"531","plate_2_242","plate_2","EGF",8,5,5,6,6,5,4,6
"532","plate_6_242","plate_6","EGF",7,6,6,5,5,6,8,5
"533","plate_10_234","plate_10","EGF",6,3,3,2,2,2,3,3
"534","plate_12_234","plate_12","ip70S6K_EGF",4,7,8,8,8,7,7,7
"535","plate_2_234","plate_2","EGF",1,1,1,1,3,3,1,1
"536","plate_3_234","plate_3","EGF",6,3,3,2,2,2,3,3
"537","plate_4_234","plate_4","EGF",8,5,5,6,6,5,4,6
"538","plate_6_234","plate_6","ip70S6K_EGF",2,2,2,3,1,1,2,2
"539","plate_10_193","plate_10","EGF",3,4,4,4,4,4,6,4
"540","plate_11_193","plate_11","ip70S6K_EGF",5,2,2,3,1,1,2,2
"541","plate_12_193","plate_12","ip70S6K_EGF",4,7,8,8,8,7,7,7
"542","plate_13_193","plate_13","iRSK_EGF",4,7,8,8,8,7,7,7
"543","plate_2_193","plate_2","ip70S6K_EGF",8,5,5,6,6,5,4,6
"544","plate_3_193","plate_3","EGF",7,8,7,5,5,8,1,5
"545","plate_6_193","plate_6","ip70S6K_EGF",3,4,4,4,4,4,6,4
"546","plate_7_193","plate_7","iRSK_EGF",7,8,7,5,5,8,8,5
