antibody	cluster	treatment	fold_change	p_value	minus_log10_p_value	log2_fold_change	type
BMPRII	5	ip70S6K_EGF	0.9424491793323594	0.1966805044707021	0.7062386864477637	-0.08551327035429934	cell_state_marker
BMPRII	6	ip70S6K_EGF	0.9813563112019056	0.6606574007514583	0.18002369563609386	-0.02715104909293346	cell_state_marker
BMPRII	7	ip70S6K_EGF	0.9416444876894651	0.06394485674198824	1.1941943812619795	-0.08674561323996115	cell_state_marker
BMPRII	8	ip70S6K_EGF	1.0979778276054717	0.21897981816994044	0.6595959091841502	0.13484892107661903	cell_state_marker
BMPRII	9	ip70S6K_EGF	1.1332702697627548	0.06613310545857137	1.1795810833468985	0.18049196561364692	cell_state_marker
CDC2	1	ip70S6K_EGF	1.02688077414867	0.6162342259303958	0.21025418443530522	0.03826868746967071	cell_state_marker
CDC2	2	ip70S6K_EGF	0.9030939607771358	0.04250845140643226	1.3715247162018147	-0.14705199677692202	cell_state_marker
CDC2	3	ip70S6K_EGF	1.0150922446162935	0.701061392829913	0.15424394865275898	0.021610835591293974	cell_state_marker
CDC2	4	ip70S6K_EGF	1.034866752216632	0.39881706742241163	0.399226264280225	0.04944502058282512	cell_state_marker
CDC2	5	ip70S6K_EGF	1.0021720122750553	0.9625094209572477	0.016595010962606262	0.0031301532016265255	cell_state_marker
CDC2	6	ip70S6K_EGF	1.0791746804323374	0.05957340366536989	1.2249475862221213	0.1099284053231925	cell_state_marker
CDC2	7	ip70S6K_EGF	1.018802300612136	0.7304255574578563	0.13642403932270036	0.026874122555499317	cell_state_marker
CDC2	8	ip70S6K_EGF	1.0540883319452408	0.364476903485062	0.43832998725492045	0.07599576898620025	cell_state_marker
CDC2	9	ip70S6K_EGF	1.1538290013687005	0.031743071988840174	1.498351045973027	0.20642943095308014	cell_state_marker
CJUN_P	1	ip70S6K_EGF	0.7262861734289777	3.4819231728065687e-4	3.4581808156409344	-0.4613899796721479	cell_state_marker
CJUN_P	2	ip70S6K_EGF	0.8153174126784052	0.010978822430962598	1.9594442390444498	-0.29456626800160246	cell_state_marker
CJUN_P	3	ip70S6K_EGF	0.8488363960808972	0.019115027030989634	1.7186250834989245	-0.23644157798472742	cell_state_marker
CJUN_P	4	ip70S6K_EGF	0.7840140145831176	0.001542397895893364	2.811803575896201	-0.35104865153048437	cell_state_marker
CJUN_P	5	ip70S6K_EGF	0.708653614919162	0.0027087063256842313	2.567238078041208	-0.4968474746867552	cell_state_marker
CJUN_P	6	ip70S6K_EGF	0.7803198747102742	2.611885087491674e-5	4.58304593419868	-0.35786244904293785	cell_state_marker
CJUN_P	7	ip70S6K_EGF	0.8698922766037724	0.007607275900468707	2.1187708324792736	-0.20109133947987765	cell_state_marker
CJUN_P	8	ip70S6K_EGF	0.8566368669032934	0.0031829601702588963	2.4971687958574775	-0.22324432735485353	cell_state_marker
CJUN_P	9	ip70S6K_EGF	0.9311379768501745	0.25677033992554454	0.5904551439622484	-0.10293313143364563	cell_state_marker
CMYC	1	ip70S6K_EGF	0.8329709014916588	0.010876646348875998	1.9635049922017183	-0.2636619966638018	cell_state_marker
CMYC	2	ip70S6K_EGF	0.8249726099173439	3.499996114687961e-4	3.455932437755586	-0.2775818739439294	cell_state_marker
CMYC	3	ip70S6K_EGF	0.903071627732822	0.07316691132829495	1.1356852779089377	-0.14708767431666261	cell_state_marker
CMYC	4	ip70S6K_EGF	0.8754596894422364	0.12160617366669615	0.9150443763682249	-0.19188734361933893	cell_state_marker
CMYC	5	ip70S6K_EGF	0.9261928080761409	0.20436227239887944	0.6895992768411777	-0.11061554038642754	cell_state_marker
CMYC	6	ip70S6K_EGF	0.8986923560687077	0.009469624471552942	2.0236672430839566	-0.1541007637230366	cell_state_marker
CMYC	7	ip70S6K_EGF	0.8869610155100948	0.00819753363091566	2.086316792933543	-0.17305739956762375	cell_state_marker
CMYC	8	ip70S6K_EGF	0.8008581617405405	0.0063135556904255425	2.1997259843674635	-0.32038134223239356	cell_state_marker
CMYC	9	ip70S6K_EGF	0.9099572033813058	0.27860392877278406	0.555012763603691	-0.13612940003916416	cell_state_marker
CREB_P	1	ip70S6K_EGF	1.137988972123354	0.0455603630760114	1.3414128236342022	0.1864865770293481	cell_state_marker
CREB_P	2	ip70S6K_EGF	1.2189264430010007	1.224946763098312e-4	3.911882785581118	0.2856110681077819	cell_state_marker
CREB_P	3	ip70S6K_EGF	1.222404399935935	8.322712205764593e-5	4.079735122741716	0.28972164134815276	cell_state_marker
CREB_P	4	ip70S6K_EGF	1.1509451567342834	0.007525547811405736	2.1234618807425956	0.2028190897754824	cell_state_marker
CREB_P	5	ip70S6K_EGF	1.0952664745262837	0.035936634783096805	1.4444625939927316	0.1312819152211171	cell_state_marker
CREB_P	6	ip70S6K_EGF	1.0860818774280625	0.06483150800224072	1.188213876446842	0.11913286898642614	cell_state_marker
CREB_P	7	ip70S6K_EGF	1.129364506396408	9.982313590977266e-4	3.0007687910425487	0.17551119620646932	cell_state_marker
CREB_P	8	ip70S6K_EGF	1.07419758175029	0.264541739599968	0.5775057949036545	0.10325937879302254	cell_state_marker
CREB_P	9	ip70S6K_EGF	1.0654348925190087	0.37300222257231697	0.4282885803950199	0.09144243440651403	cell_state_marker
EGFR_P_Y1045	1	ip70S6K_EGF	0.9940316928586578	0.8757903552577597	0.05759984183560176	-0.008636244708341331	cell_state_marker
EGFR_P_Y1045	2	ip70S6K_EGF	0.9330585166779509	0.039364817282395236	1.4048917600591688	-0.09996053248794508	cell_state_marker
EGFR_P_Y1045	3	ip70S6K_EGF	1.0273999381812156	0.4694968602620935	0.3283673077118358	0.038997891990369	cell_state_marker
EGFR_P_Y1045	4	ip70S6K_EGF	0.9338475446113338	0.12089944030048375	0.9175757096849194	-0.0987410530743899	cell_state_marker
EGFR_P_Y1045	5	ip70S6K_EGF	0.9699059069093746	0.42347377932074326	0.37317347517707966	-0.04408330039133881	cell_state_marker
EGFR_P_Y1045	6	ip70S6K_EGF	0.9631437819968847	0.35307566004934476	0.4521322203315701	-0.054176909394076433	cell_state_marker
EGFR_P_Y1045	7	ip70S6K_EGF	0.9492915341050845	0.12186178415202192	0.9141324677534355	-0.07507687780195597	cell_state_marker
EGFR_P_Y1045	8	ip70S6K_EGF	1.0555505290730522	0.2963997138146602	0.5281222200205565	0.07799564197097626	cell_state_marker
EGFR_P_Y1045	9	ip70S6K_EGF	1.1445851016420172	0.02152621627641087	1.667032300631074	0.1948247334506254	cell_state_marker
EGFR_P_Y1173	1	ip70S6K_EGF	0.9583093561586046	0.3850345227104075	0.4145003293214656	-0.061436640855955335	cell_state_marker
EGFR_P_Y1173	2	ip70S6K_EGF	0.9607508162704478	0.17282097254591816	0.7624035552119945	-0.0577657978601984	cell_state_marker
EGFR_P_Y1173	3	ip70S6K_EGF	0.989250041485347	0.7446370955175157	0.12805533237055547	-0.015592874188296295	cell_state_marker
EGFR_P_Y1173	4	ip70S6K_EGF	0.9897788198818999	0.7001077994279794	0.15483508413970415	-0.014821924351755873	cell_state_marker
EGFR_P_Y1173	5	ip70S6K_EGF	0.9860973396185069	0.6907745082962731	0.1606636976108551	-0.020198029974293204	cell_state_marker
EGFR_P_Y1173	6	ip70S6K_EGF	1.0311911093041939	0.43634217715209067	0.360172805763799	0.044311730276473074	cell_state_marker
EGFR_P_Y1173	7	ip70S6K_EGF	0.9912330389950879	0.7731876158544795	0.1117151106822004	-0.01270381983823534	cell_state_marker
EGFR_P_Y1173	8	ip70S6K_EGF	1.0429791957477832	0.3634711614595615	0.43953004124461836	0.06071038078112412	cell_state_marker
EGFR_P_Y1173	9	ip70S6K_EGF	1.0826357461513731	0.04990916877347718	1.3018196631552805	0.11454792843577533	cell_state_marker
EPHRIN_B3	1	ip70S6K_EGF	1.009165674634344	0.7697528106496334	0.11364871665354269	0.013163040997804711	cell_state_marker
EPHRIN_B3	2	ip70S6K_EGF	1.00283436035254	0.9109266183585685	0.040516607138483325	0.004083333535150761	cell_state_marker
EPHRIN_B3	3	ip70S6K_EGF	1.015280994574597	0.5002894106896845	0.30077868945660213	0.02187907063728529	cell_state_marker
EPHRIN_B3	4	ip70S6K_EGF	0.9890725243156502	0.7249151637694231	0.13971281558435403	-0.015851783574974517	cell_state_marker
EPHRIN_B3	5	ip70S6K_EGF	0.970415060016115	0.2865247975850748	0.54283778560471585	-0.043326154855596606	cell_state_marker
EPHRIN_B3	6	ip70S6K_EGF	0.9793603835056043	0.5416114428076915	0.26631216873993413	-0.03008825668832129	cell_state_marker
EPHRIN_B3	7	ip70S6K_EGF	1.0087016247307488	0.7806904523793223	0.10752113189998588	0.012499486455189612	cell_state_marker
EPHRIN_B3	8	ip70S6K_EGF	1.07530496420319	0.060624347209087937	1.2173529247610992	0.10474587651084617	cell_state_marker
EPHRIN_B3	9	ip70S6K_EGF	1.0946570726590215	0.0628464653209682	1.2017191433522023	0.1304789820998842	cell_state_marker
ERK1_2_P	1	ip70S6K_EGF	0.9804320475826289	0.6542710230058386	0.18424231373394773	-0.028510452244341355	cell_state_marker
ERK1_2_P	2	ip70S6K_EGF	0.9431250596058361	0.11781975520574535	0.9287818839332833	-0.08447900806920351	cell_state_marker
ERK1_2_P	3	ip70S6K_EGF	0.9746311285804322	0.43433689497650774	0.3621732776970967	-0.03707179362592047	cell_state_marker
ERK1_2_P	4	ip70S6K_EGF	0.9182290773159577	0.028040111278555237	1.5522202671830323	-0.12307397667358674	cell_state_marker
ERK1_2_P	5	ip70S6K_EGF	0.9374859487728044	0.21903799686462128	0.6594805408801884	-0.09313102763170583	cell_state_marker
ERK1_2_P	6	ip70S6K_EGF	0.9863995549296514	0.6718763192215108	0.17271066567118798	-0.01975594610051307	cell_state_marker
ERK1_2_P	7	ip70S6K_EGF	0.9659011124840641	0.33317055169558496	0.47733339202305375	-0.05005259923365164	cell_state_marker
ERK1_2_P	8	ip70S6K_EGF	0.9881269972972191	0.7833560181455456	0.10604081575075494	-0.017231621299586296	cell_state_marker
ERK1_2_P	9	ip70S6K_EGF	1.0804212746063215	0.21791693738882173	0.6617090133121022	0.11159395338866318	cell_state_marker
FAK	1	ip70S6K_EGF	1.0010633899781252	0.9755832040200481	0.010735685258883474	0.0015333323272712356	cell_state_marker
FAK	2	ip70S6K_EGF	0.9621040295330252	0.18926416585793945	0.7229316049655721	-0.055735198005253034	cell_state_marker
FAK	3	ip70S6K_EGF	0.9440651805138691	0.0992350656331923	1.0033348387322942	-0.08304162475170176	cell_state_marker
FAK	4	ip70S6K_EGF	0.9977938980832128	0.9552033520395966	0.019904162167652534	-0.0031862481828424626	cell_state_marker
FAK	5	ip70S6K_EGF	0.9861612067414475	0.7391055444003956	0.1312935398490972	-0.020104593156139206	cell_state_marker
FAK	6	ip70S6K_EGF	0.9974751417440274	0.9345176621506479	0.029412486150233678	-0.003647206764895953	cell_state_marker
FAK	7	ip70S6K_EGF	0.9303637323064303	0.03399675542540086	1.4685625290778366	-0.10413323651290693	cell_state_marker
FAK	8	ip70S6K_EGF	1.0670060550155385	0.17947828804402274	0.7459880816427525	0.0935683631502514	cell_state_marker
FAK	9	ip70S6K_EGF	1.1682594099017638	0.00531803074714508	2.274249156046039	0.22436065762979276	cell_state_marker
FAK_P	1	ip70S6K_EGF	0.9765765281074972	0.571680099821716	0.24284692530897253	-0.034194991486893304	cell_state_marker
FAK_P	2	ip70S6K_EGF	0.9851602712450859	0.6543300444424811	0.18420313802959773	-0.021569645728306407	cell_state_marker
FAK_P	3	ip70S6K_EGF	1.0010115181622268	0.977122063790908	0.010051180068800092	0.0014585746733283445	cell_state_marker
FAK_P	4	ip70S6K_EGF	0.9631405326852649	0.27613709225854954	0.5588752526101446	-0.05418177655280727	cell_state_marker
FAK_P	5	ip70S6K_EGF	1.0338979597333473	0.46397747113071575	0.33350310651656206	0.04809380629984576	cell_state_marker
FAK_P	6	ip70S6K_EGF	1.019110578410422	0.5957673181929767	0.22492332441360113	0.02731059936348629	cell_state_marker
FAK_P	7	ip70S6K_EGF	1.0261286061156196	0.5680529182305262	0.24561120473792075	0.03721155723911093	cell_state_marker
FAK_P	8	ip70S6K_EGF	1.0614410640986534	0.21754042808411697	0.6624600211816705	0.08602426865913239	cell_state_marker
FAK_P	9	ip70S6K_EGF	1.102043388373356	0.13361904341590838	0.8741316417028057	0.14018102514212366	cell_state_marker
GAPDH	1	ip70S6K_EGF	0.9638663413442536	0.642009640570339	0.19245845041235365	-0.05309499205132327	cell_state_marker
GAPDH	2	ip70S6K_EGF	0.9589312438978937	0.34224917898349316	0.46565758501534904	-0.060500718271276815	cell_state_marker
GAPDH	3	ip70S6K_EGF	0.9572383413429212	0.216561694823682	0.6644183584118541	-0.06304991096802905	cell_state_marker
GAPDH	4	ip70S6K_EGF	0.9666293481405561	0.4268278963400829	0.3697472039836382	-0.04896529733455527	cell_state_marker
GAPDH	5	ip70S6K_EGF	1.0386262511162354	0.2650871484649774	0.576611326533354	0.05467659489093323	cell_state_marker
GAPDH	6	ip70S6K_EGF	1.047291238318099	0.13169723693660323	0.8804233366234429	0.06666269312844819	cell_state_marker
GAPDH	7	ip70S6K_EGF	0.9416038909992567	0.1663691051448392	0.7789273193364883	-0.0868078128354176	cell_state_marker
GAPDH	8	ip70S6K_EGF	1.0331855062362543	0.8018026148449909	0.09593253175860911	0.04709931025288604	cell_state_marker
GAPDH	9	ip70S6K_EGF	1.106193497813261	0.3045439996912236	0.516349952808965	0.1456037670542602	cell_state_marker
GSK3B_P	1	ip70S6K_EGF	1.1256089942143406	0.008769539147812207	2.057023228848442	0.17070576163358608	cell_state_marker
GSK3B_P	2	ip70S6K_EGF	1.193004280965821	0.0020327117788054325	2.691924196250388	0.2545992199963254	cell_state_marker
GSK3B_P	3	ip70S6K_EGF	1.110785396850364	0.09669674917516778	1.0145881261136658	0.15158011573172367	cell_state_marker
GSK3B_P	4	ip70S6K_EGF	1.1040264914272546	0.1811362854741969	0.741994542492562	0.1427747904061039	cell_state_marker
GSK3B_P	5	ip70S6K_EGF	0.9812293002018941	0.8001869662897392	0.09680852683173363	-0.027337780452876125	cell_state_marker
GSK3B_P	6	ip70S6K_EGF	1.1460631758853808	0.01317043292017002	1.880399949278852	0.19668657378450927	cell_state_marker
GSK3B_P	7	ip70S6K_EGF	1.0798630330078411	0.06518131284754036	1.1858768964529494	0.11084833634109813	cell_state_marker
GSK3B_P	8	ip70S6K_EGF	1.0868980812208315	0.39846357184663195	0.39961137632342963	0.12021666473417235	cell_state_marker
GSK3B_P	9	ip70S6K_EGF	0.9804750399712715	0.8168611231533984	0.08785177281260502	-0.028447190801416045	cell_state_marker
H2A_P	1	ip70S6K_EGF	0.9712382941522971	0.7881350612374471	0.10339935189630703	-0.04210278934148159	cell_state_marker
H2A_P	2	ip70S6K_EGF	1.0929472936541866	0.35321196826197165	0.4519645891769413	0.12822383008835594	cell_state_marker
H2A_P	3	ip70S6K_EGF	1.0154761859345118	0.9005984968897409	0.04546878221545326	0.02215640719976883	cell_state_marker
H2A_P	4	ip70S6K_EGF	1.0815881984312574	0.3612756722619529	0.4421612821577234	0.11315131509295329	cell_state_marker
H2A_P	5	ip70S6K_EGF	1.0246404318984559	0.8083246577684413	0.09241417294036447	0.0351177261931526	cell_state_marker
H2A_P	6	ip70S6K_EGF	0.9171412316820106	0.40333778516799546	0.39433109085802703	-0.12478418161417898	cell_state_marker
H2A_P	7	ip70S6K_EGF	1.0408770451858858	0.5752185874379242	0.24016708873905263	0.057799658668890766	cell_state_marker
H2A_P	8	ip70S6K_EGF	0.9175699183546432	0.3179308103493458	0.4976673830121622	-0.12411000012468977	cell_state_marker
H2A_P	9	ip70S6K_EGF	1.0488751607758293	0.6244842550848646	0.2044785068750528	0.06884297567741207	cell_state_marker
IGFBP_3	1	ip70S6K_EGF	0.9689679999808392	0.43184876899934466	0.36466831403672145	-0.0454790732421146	cell_state_marker
IGFBP_3	2	ip70S6K_EGF	0.9984091077325472	0.9554460441924796	0.01979383333016618	-0.0022970000094689543	cell_state_marker
IGFBP_3	3	ip70S6K_EGF	1.0261254660921875	0.43079836266173543	0.365725955996908	0.03720714248725813	cell_state_marker
IGFBP_3	4	ip70S6K_EGF	0.9567352113779529	0.36602069531200176	0.4364943583058465	-0.06380839911021881	cell_state_marker
IGFBP_3	5	ip70S6K_EGF	1.0018770490360545	0.9634633589278003	0.01616479716634258	0.0027054709785821044	cell_state_marker
IGFBP_3	6	ip70S6K_EGF	1.0958295596562575	0.011092734777681725	1.9549613706733755	0.13202342552447371	cell_state_marker
IGFBP_3	7	ip70S6K_EGF	1.0623127664553682	0.12008851386625798	0.9204985296750006	0.08720858740614955	cell_state_marker
IGFBP_3	8	ip70S6K_EGF	1.0619175008419879	0.15326752761554074	0.8145498482194489	0.08667168916529674	cell_state_marker
IGFBP_3	9	ip70S6K_EGF	1.152225112580202	0.043230129626104806	1.3642134622267548	0.20442260660284675	cell_state_marker
IKBA_P	1	ip70S6K_EGF	0.9592263130071763	0.06076091888064342	1.2163756669722623	-0.06005686031757864	cell_state_marker
IKBA_P	2	ip70S6K_EGF	0.9879501208010025	0.6514447618185251	0.18612240367274263	-0.017489889402876227	cell_state_marker
IKBA_P	3	ip70S6K_EGF	1.019404616704975	0.47216712166468733	0.3259042573604861	0.027726792083895377	cell_state_marker
IKBA_P	4	ip70S6K_EGF	1.018886795253112	0.604217162655292	0.21880694284852528	0.026993767892793296	cell_state_marker
IKBA_P	5	ip70S6K_EGF	0.9939806208808891	0.7788180528396828	0.10856399018001243	-0.008710370294548436	cell_state_marker
IKBA_P	6	ip70S6K_EGF	1.0218938693811455	0.37890733589538517	0.4214669864166287	0.031245370377096723	cell_state_marker
IKBA_P	7	ip70S6K_EGF	0.9376591395547287	0.004460836562338303	2.3505836882972515	-0.09286452933834644	cell_state_marker
IKBA_P	8	ip70S6K_EGF	0.9495900817136848	0.25660082035881376	0.5907419595092723	-0.07462322850190724	cell_state_marker
IKBA_P	9	ip70S6K_EGF	1.055347225337311	0.1723564506649341	0.7635724579145183	0.07771774571414233	cell_state_marker
ITGB1	1	ip70S6K_EGF	0.9617436818117888	0.5715203011487042	0.2429683382866054	-0.056275648139052455	cell_state_marker
ITGB1	2	ip70S6K_EGF	0.9801352936679638	0.6767635279654732	0.16956305426889076	-0.028947188484217845	cell_state_marker
ITGB1	3	ip70S6K_EGF	0.9410735856252749	0.2566258030051864	0.5906996786727856	-0.08762055847340748	cell_state_marker
ITGB1	4	ip70S6K_EGF	0.90233357578693	0.17638958277612896	0.7535270670297933	-0.14826722552156227	cell_state_marker
ITGB1	5	ip70S6K_EGF	0.9437866357634065	0.2113559530617598	0.6749855153037942	-0.08346735216272984	cell_state_marker
ITGB1	6	ip70S6K_EGF	1.0183680700319424	0.7488916589278981	0.12558100651025383	0.026259090721969035	cell_state_marker
ITGB1	7	ip70S6K_EGF	0.9115792970462	0.10584107958643105	0.9753457389638043	-0.13355993508005434	cell_state_marker
ITGB1	8	ip70S6K_EGF	1.1398349687617808	0.13913497632826208	0.8565636815325007	0.1888249586145124	cell_state_marker
ITGB1	9	ip70S6K_EGF	0.8953687315841329	0.3620552772554766	0.44122511793557695	-0.15944615812478274	cell_state_marker
JAK1	1	ip70S6K_EGF	1.0499366004314625	0.10730801045875231	0.9693678570817478	0.07030221455365955	cell_state_marker
JAK1	2	ip70S6K_EGF	1.0675431723342916	0.011392881729777139	1.9433664110353188	0.09429441481358808	cell_state_marker
JAK1	3	ip70S6K_EGF	1.0924784424415332	0.0014925805879936018	2.826062210968393	0.1276048117262902	cell_state_marker
JAK1	4	ip70S6K_EGF	1.0605488869418183	0.17580003795634752	0.7549810354952929	0.08481112470906509	cell_state_marker
JAK1	5	ip70S6K_EGF	1.0263600882585142	0.41744409284592743	0.3794016801667949	0.037536975003349723	cell_state_marker
JAK1	6	ip70S6K_EGF	1.0195080023570686	0.5874271487395992	0.231045985842949	0.027873099450192316	cell_state_marker
JAK1	7	ip70S6K_EGF	0.974742646604474	0.4916283811977089	0.3083630536908517	-0.036906728821542445	cell_state_marker
JAK1	8	ip70S6K_EGF	1.0405939488373948	0.40961732251004435	0.3876216855491951	0.057407223029140975	cell_state_marker
JAK1	9	ip70S6K_EGF	0.9778918204221253	0.6776594452936038	0.16898850404893787	-0.03225321945715411	cell_state_marker
JAK1_P	1	ip70S6K_EGF	0.9437707852832657	0.22367988707633854	0.6503730651857333	-0.08349158179287547	cell_state_marker
JAK1_P	2	ip70S6K_EGF	0.9669481252539942	0.2985989429145354	0.5249117340764883	-0.04848960068293331	cell_state_marker
JAK1_P	3	ip70S6K_EGF	0.9835234552653944	0.6752490207344517	0.17053603696640166	-0.023968636291470558	cell_state_marker
JAK1_P	4	ip70S6K_EGF	0.9265611757099002	0.052765717371488274	1.2776481530733432	-0.1100418623157264	cell_state_marker
JAK1_P	5	ip70S6K_EGF	1.0035152063116022	0.9348633593208637	0.029251861458508145	0.005062478089791189	cell_state_marker
JAK1_P	6	ip70S6K_EGF	1.0053109003905463	0.8859869835809098	0.052572658474698525	0.007641735322689214	cell_state_marker
JAK1_P	7	ip70S6K_EGF	0.9604917683545592	0.2228617181892233	0.6519645255395717	-0.05815484518702813	cell_state_marker
JAK1_P	8	ip70S6K_EGF	1.050227804752186	0.29148712296314594	0.5353806263237512	0.07070229659585461	cell_state_marker
JAK1_P	9	ip70S6K_EGF	1.172422050905317	8.004915422825825e-4	3.0966432523260785	0.22949200759299135	cell_state_marker
JNK_P	1	ip70S6K_EGF	0.9702881661560028	0.4069746770345428	0.39043261280501584	-0.04351481754291035	cell_state_marker
JNK_P	2	ip70S6K_EGF	0.9232817096467617	0.07781782837642338	1.1089208930040781	-0.11515718796875343	cell_state_marker
JNK_P	3	ip70S6K_EGF	0.9227661988537537	0.1197509558975735	0.9217210111962006	-0.1159629361625083	cell_state_marker
JNK_P	4	ip70S6K_EGF	0.9686166121152473	0.5645498920720016	0.24829767128713542	-0.0460023490087684	cell_state_marker
JNK_P	5	ip70S6K_EGF	0.9512442658794391	0.21661810189037342	0.664305253977489	-0.07211224284119835	cell_state_marker
JNK_P	6	ip70S6K_EGF	1.0121859595746578	0.7206279490615721	0.1422888980726958	0.017474367413725947	cell_state_marker
JNK_P	7	ip70S6K_EGF	0.9802102280627226	0.5177082702827578	0.28591489719802293	-0.0288368941727663	cell_state_marker
JNK_P	8	ip70S6K_EGF	1.1451867944428205	0.38320629038130016	0.4165673705343451	0.19558293931499257	cell_state_marker
JNK_P	9	ip70S6K_EGF	0.8910090342136336	0.2805881643871712	0.5519306520879484	-0.16648803513889518	cell_state_marker
KALLIKREIN_6	1	ip70S6K_EGF	0.9837136336028632	0.8075755480156269	0.09281683921162158	-0.0236896975232275	cell_state_marker
KALLIKREIN_6	2	ip70S6K_EGF	1.0062100879582325	0.9367244505475387	0.02838814359049372	0.008931558833010212	cell_state_marker
KALLIKREIN_6	3	ip70S6K_EGF	1.01588938698844	0.731361805226306	0.13586772408081138	0.022743325800300383	cell_state_marker
KALLIKREIN_6	4	ip70S6K_EGF	0.9691925296563355	0.6686729475306534	0.17478624667570164	-0.04514481006229355	cell_state_marker
KALLIKREIN_6	5	ip70S6K_EGF	0.9601514414206924	0.5258886658716684	0.27910618914553725	-0.05866611972506857	cell_state_marker
KALLIKREIN_6	6	ip70S6K_EGF	0.9663377720589583	0.44981905528030064	0.346962150883941	-0.049400540506317106	cell_state_marker
KALLIKREIN_6	7	ip70S6K_EGF	0.9633888915918178	0.43013700293141366	0.3663931952564596	-0.05380980594045714	cell_state_marker
KALLIKREIN_6	8	ip70S6K_EGF	1.0925098801825066	0.08682344514721316	1.0613629853858364	0.12764632688912428	cell_state_marker
KALLIKREIN_6	9	ip70S6K_EGF	0.776832444658021	0.08503426048570913	1.0704060608495956	-0.36432463824747346	cell_state_marker
