antibody	cluster	treatment	fold_change	p_value	minus_log10_p_value	log2_fold_change	type
AKT123_P	9	iRSK_EGF	1.0319847728290445	0.6254433561840291	0.20381201644320862	0.04542168362347712	cell_state_marker
AKT2	1	iRSK_EGF	0.9070952616248549	0.01952481155027804	1.7094131491571576	-0.14067402676091198	cell_state_marker
AKT2	2	iRSK_EGF	0.985494096013715	0.5433502258315998	0.26492014809839143	-0.0210808666193613	cell_state_marker
AKT2	3	iRSK_EGF	0.9541896682852832	0.14954924174451217	0.8252157846186816	-0.06765202960295838	cell_state_marker
AKT2	4	iRSK_EGF	0.9447631695464018	0.25887095967457324	0.5869166662915611	-0.08197537078359028	cell_state_marker
AKT2	5	iRSK_EGF	0.9747479185561405	0.531054163261502	0.2748611821087706	-0.036898925943538226	cell_state_marker
AKT2	6	iRSK_EGF	0.9636375323084663	0.38644837354848405	0.41290851618443186	-0.0534375093010199	cell_state_marker
AKT2	7	iRSK_EGF	0.9364912110726284	0.07724085746082945	1.112152913706215	-0.09466263998277136	cell_state_marker
AKT2	8	iRSK_EGF	1.0343092694915899	0.3796520636984029	0.42061423505804457	0.04866763134786198	cell_state_marker
AKT2	9	iRSK_EGF	1.0913163830756127	0.19960204025300607	0.6998350238397616	0.12606941341589767	cell_state_marker
BMPRII	1	iRSK_EGF	0.9462790940219387	0.23135872632963067	0.6357141152462813	-0.0796623424247588	cell_state_marker
BMPRII	2	iRSK_EGF	0.9184203265460965	0.005805208773975235	2.2361821570184293	-0.12277352268785367	cell_state_marker
BMPRII	3	iRSK_EGF	0.9129195674553817	0.005518130412476693	2.2582080398572457	-0.1314403373557597	cell_state_marker
BMPRII	4	iRSK_EGF	0.9094327375707312	0.006668620412576561	2.1759640025416314	-0.13696115603380712	cell_state_marker
BMPRII	5	iRSK_EGF	0.9318356006428453	0.1035355146446754	0.9849106534092238	-0.10185264543502977	cell_state_marker
BMPRII	6	iRSK_EGF	0.9015134543240876	0.008387132817178582	2.0763864795161	-0.14957907206857357	cell_state_marker
BMPRII	7	iRSK_EGF	0.8779857081873895	0.002754867581596947	2.559899271572218	-0.18773063906180051	cell_state_marker
BMPRII	8	iRSK_EGF	0.9120380925108557	0.10564306125292475	0.9761590225920515	-0.13283401311923457	cell_state_marker
BMPRII	9	iRSK_EGF	0.9928249706157741	0.9074426554504512	0.04218081004757379	-0.010388693630909898	cell_state_marker
CDC2	1	iRSK_EGF	0.9200906031540368	0.1693916451252639	0.7711080141084805	-0.12015216166876015	cell_state_marker
CDC2	2	iRSK_EGF	0.9457564743093887	0.21946687082127286	0.658631028521626	-0.08045934740644353	cell_state_marker
CDC2	3	iRSK_EGF	1.0126893163568769	0.7355693189174932	0.13337639376609323	0.01819163662738604	cell_state_marker
CDC2	4	iRSK_EGF	0.9135681514512975	0.06983878149152141	1.1559033465665889	-0.13041573812724988	cell_state_marker
CDC2	5	iRSK_EGF	0.9240732701733997	0.10147898647047424	0.9936238789796564	-0.1139208467904666	cell_state_marker
CDC2	6	iRSK_EGF	1.006044745475173	0.8769769076679108	0.057011842214846946	0.008694472777177067	cell_state_marker
CDC2	7	iRSK_EGF	0.9030883490482896	0.10326892080296811	0.9860303614875067	-0.14706096155675977	cell_state_marker
CDC2	8	iRSK_EGF	1.017733132470124	0.7409769475335818	0.13019530310662653	0.02535931098579828	cell_state_marker
CDC2	9	iRSK_EGF	0.9702533929986297	0.7178721819019364	0.1439528755853594	-0.04356652172978224	cell_state_marker
CJUN_P	1	iRSK_EGF	1.1768185697624254	0.07641002668340305	1.1168496486552557	0.23489191707994592	cell_state_marker
CJUN_P	2	iRSK_EGF	1.3048806650736782	6.180212507916453e-4	3.208996591346664	0.38391787439776454	cell_state_marker
CJUN_P	3	iRSK_EGF	1.318802931004586	0.0018771017798045904	2.7265121785192425	0.3992289984760198	cell_state_marker
CJUN_P	4	iRSK_EGF	1.234030668953589	0.025802016945247582	1.588346343883515	0.30337824975267325	cell_state_marker
CJUN_P	5	iRSK_EGF	1.2160267073148028	0.03031876630514392	1.51828847447036	0.2821749147087188	cell_state_marker
CJUN_P	6	iRSK_EGF	1.3576056026159757	5.791727049563401e-5	4.2371919136033265	0.4410644237716508	cell_state_marker
CJUN_P	7	iRSK_EGF	1.3464100336077434	7.716651213398228e-4	3.112571129077474	0.42911783295563116	cell_state_marker
CJUN_P	8	iRSK_EGF	1.47141443424127	2.672817397563433e-5	4.573030710506258	0.5572036490502968	cell_state_marker
CJUN_P	9	iRSK_EGF	1.3477826259204597	0.04183718889855119	1.3784375040370913	0.4305878334673169	cell_state_marker
CMYC	1	iRSK_EGF	0.662895567624388	4.5832897001304084e-7	6.338822691044172	-0.5931464884070673	cell_state_marker
CMYC	2	iRSK_EGF	0.6355084434264016	3.728047587535576e-11	10.42851855262916	-0.65401680174449806	cell_state_marker
CMYC	3	iRSK_EGF	0.6935449867257926	6.72304443827004e-8	7.172434018117331	-0.5279386290346252	cell_state_marker
CMYC	4	iRSK_EGF	0.6539624350636278	1.0673152191181814e-4	3.971707297814497	-0.6127203281302339	cell_state_marker
CMYC	5	iRSK_EGF	0.6707109293797686	1.6073638499813113e-6	5.793885803290829	-0.5762369836151787	cell_state_marker
CMYC	6	iRSK_EGF	0.7166127044483478	3.407950690581814e-10	9.467506697638656	-0.4807344743331896	cell_state_marker
CMYC	7	iRSK_EGF	0.7469603959752236	2.633771241855591e-7	6.579421948703837	-0.4208963418926811	cell_state_marker
CMYC	8	iRSK_EGF	0.6265363291954443	6.290679331759453e-7	6.201302452471462	-0.6745299294255487	cell_state_marker
CMYC	9	iRSK_EGF	0.7247791766199538	0.0015520553842020746	2.8090927852529717	-0.46438658848042613	cell_state_marker
CREB_P	1	iRSK_EGF	1.0968888045688658	0.18365151345667777	0.736005488319638	0.13341728214218684	cell_state_marker
CREB_P	2	iRSK_EGF	1.0771937256016915	0.04054796500939487	1.3920309369489419	0.10727773161979835	cell_state_marker
CREB_P	3	iRSK_EGF	1.0656026591963208	0.2022599243504904	0.6940901595307188	0.0916695877513153	cell_state_marker
CREB_P	4	iRSK_EGF	1.049028544351329	0.3335669698171192	0.4768169602416085	0.06905393457279002	cell_state_marker
CREB_P	5	iRSK_EGF	1.0198880595782716	0.5977908465547814	0.22345073921507824	0.028410814202971233	cell_state_marker
CREB_P	6	iRSK_EGF	1.079177297225491	0.11021243305176084	0.9577694100105764	0.10993190357977406	cell_state_marker
CREB_P	7	iRSK_EGF	1.062677336490189	0.13289132385205785	0.8765033721511326	0.08770361407542568	cell_state_marker
CREB_P	8	iRSK_EGF	1.1267219966443605	0.00566745693098316	2.246611771546822	0.17213159400325515	cell_state_marker
CREB_P	9	iRSK_EGF	0.9989193869578579	0.9837005133596742	0.00713710196746763	-0.0015598380195426596	cell_state_marker
EGFR_P_Y1045	1	iRSK_EGF	0.8767654591763584	0.0016312998519102267	2.7874662032387434	-0.1897371315074273	cell_state_marker
EGFR_P_Y1045	2	iRSK_EGF	0.892916241950496	2.2383955854419856e-4	3.650063159365863	-0.16340324203797138	cell_state_marker
EGFR_P_Y1045	3	iRSK_EGF	0.9142079802341707	0.022022460301149443	1.6571341642232214	-0.12940568242756975	cell_state_marker
EGFR_P_Y1045	4	iRSK_EGF	0.8227883169558055	0.0010377397451810657	2.9839115495739006	-0.28140678618444104	cell_state_marker
EGFR_P_Y1045	5	iRSK_EGF	0.8716336418290418	0.0027827053993126653	2.555532769312821	-0.1982062146757645	cell_state_marker
EGFR_P_Y1045	6	iRSK_EGF	0.9494611594426285	0.24681412719562773	0.6076299856942499	-0.07481911107460225	cell_state_marker
EGFR_P_Y1045	7	iRSK_EGF	0.8837502373712802	0.004812812297367121	2.3176010757436485	-0.17828939746397046	cell_state_marker
EGFR_P_Y1045	8	iRSK_EGF	1.0144277897962577	0.7535693170540648	0.12287679294526019	0.020666173117648422	cell_state_marker
EGFR_P_Y1045	9	iRSK_EGF	1.045950278363155	0.5218983977408629	0.28241403645239543	0.06481427140906647	cell_state_marker
EGFR_P_Y1173	1	iRSK_EGF	0.884209255427515	0.0038582025799944507	2.4136149728912124	-0.17754025915963073	cell_state_marker
EGFR_P_Y1173	2	iRSK_EGF	0.9518532961206944	0.12282723989770403	0.9107053072554814	-0.07118885882100989	cell_state_marker
EGFR_P_Y1173	3	iRSK_EGF	0.9380234031799977	0.01687973893616299	1.772634274503053	-0.0923041772314358	cell_state_marker
EGFR_P_Y1173	4	iRSK_EGF	0.9523168379633292	0.14552900761517143	0.8370504321654707	-0.07048645359066452	cell_state_marker
EGFR_P_Y1173	5	iRSK_EGF	0.8977389954492384	0.0055613480230182095	2.254819926403578	-0.15563203155116484	cell_state_marker
EGFR_P_Y1173	6	iRSK_EGF	1.014881693590817	0.7187982748417084	0.14339297389420672	0.021311559905354098	cell_state_marker
EGFR_P_Y1173	7	iRSK_EGF	0.9739437094660137	0.5361526101337297	0.27071157540902147	-0.038089702888794846	cell_state_marker
EGFR_P_Y1173	8	iRSK_EGF	0.9453919042671806	0.1158268369985611	0.9361908032162224	-0.08101558445735299	cell_state_marker
EGFR_P_Y1173	9	iRSK_EGF	1.0030518946947402	0.9588267674926777	0.01825985030369871	0.004396248305024566	cell_state_marker
EPHRIN_B3	1	iRSK_EGF	0.9546303521944263	0.1712752382709682	0.7663054196357885	-0.06698588769875097	cell_state_marker
EPHRIN_B3	2	iRSK_EGF	0.9878396853447255	0.6216842782143999	0.20643011537443118	-0.017651166361365888	cell_state_marker
EPHRIN_B3	3	iRSK_EGF	0.9422567704604765	0.04922143717301946	1.307845709869305	-0.08580783866749786	cell_state_marker
EPHRIN_B3	4	iRSK_EGF	0.9050256837400454	0.0050326017628813755	2.298207434599067	-0.14396935984222126	cell_state_marker
EPHRIN_B3	5	iRSK_EGF	0.914519215438285	2.9694546345403834e-4	3.527323305214128	-0.12891461137998694	cell_state_marker
EPHRIN_B3	6	iRSK_EGF	0.949423328856814	0.1627339665963047	0.7885217896216208	-0.07487659534907187	cell_state_marker
EPHRIN_B3	7	iRSK_EGF	0.9624025310527866	0.24000721340620235	0.6197757053907619	-0.05528765817916902	cell_state_marker
EPHRIN_B3	8	iRSK_EGF	1.036837246570471	0.23115274796565324	0.6361009392614787	0.05218945057024569	cell_state_marker
EPHRIN_B3	9	iRSK_EGF	1.0438422870033486	0.4411695313812297	0.3553944890014017	0.061903753147213	cell_state_marker
ERK1_2_P	1	iRSK_EGF	1.6196286872804218	4.969850920287656e-4	3.303656638523708	0.695663101739425	cell_state_marker
ERK1_2_P	2	iRSK_EGF	1.6365021999064233	5.337109285107767e-12	11.272693904291536	0.710615541760589	cell_state_marker
ERK1_2_P	3	iRSK_EGF	1.65594510619893	7.803876504733309e-7	6.107689611873269	0.727654848968154	cell_state_marker
ERK1_2_P	4	iRSK_EGF	1.4787090010086292	0.0028613497745958406	2.5434290503065946	0.5643381686587147	cell_state_marker
ERK1_2_P	5	iRSK_EGF	1.6103243998249317	4.0217027736189533e-10	9.395590029350181	0.6873513485108382	cell_state_marker
ERK1_2_P	6	iRSK_EGF	1.4661126346212643	0.0022796551305056603	2.6421308487218615	0.5519959432857835	cell_state_marker
ERK1_2_P	7	iRSK_EGF	1.350470256335671	0.0029767447073417324	2.5262584098769403	0.4334618653118391	cell_state_marker
ERK1_2_P	8	iRSK_EGF	1.8173748877297546	2.578795772261071e-6	5.5885830504530185	0.8618560491161638	cell_state_marker
ERK1_2_P	9	iRSK_EGF	1.4480808402459784	0.008803624639943617	2.0553384827334598	0.5341421442488096	cell_state_marker
FAK	1	iRSK_EGF	0.9268939072902691	0.037446725426482	1.4265861537024995	-0.10952387813525724	cell_state_marker
FAK	2	iRSK_EGF	0.9262104876416933	0.009637273587335116	2.0160458118905105	-0.11058800186756688	cell_state_marker
FAK	3	iRSK_EGF	0.9885911209800262	0.7424957316175768	0.12930603863063062	-0.01655414590068313	cell_state_marker
FAK	4	iRSK_EGF	0.9056529856400236	0.05543897742241983	1.256184788928286	-0.1429697287185429	cell_state_marker
FAK	5	iRSK_EGF	0.9476473985164694	0.23391368334637924	0.6309443723421524	-0.07757773517107472	cell_state_marker
FAK	6	iRSK_EGF	0.9308292785421175	0.0774767904900191	1.1108283784194317	-0.1034115045317282	cell_state_marker
FAK	7	iRSK_EGF	0.8682707893256741	9.331571163887449e-4	3.0300452275976	-0.20378304589043228	cell_state_marker
FAK	8	iRSK_EGF	0.988220635289685	0.7701980478103722	0.11339758650043062	-0.01709491350057063	cell_state_marker
FAK	9	iRSK_EGF	1.019000534573762	0.7805099888089462	0.10762153455307294	0.027154808350354068	cell_state_marker
FAK_P	1	iRSK_EGF	0.888865578700321	0.013910466746232777	1.8566582976202786	-0.16996283511851917	cell_state_marker
FAK_P	2	iRSK_EGF	0.9229417472567168	0.0162881932886078	1.788127085630313	-0.11568850183318943	cell_state_marker
FAK_P	3	iRSK_EGF	0.9810828349335173	0.5987036061942648	0.22278812594392075	-0.027553143455487837	cell_state_marker
FAK_P	4	iRSK_EGF	0.8857736284018405	0.012898841811235514	1.8894492833108858	-0.174990049504551	cell_state_marker
FAK_P	5	iRSK_EGF	0.9297269219400216	0.145093113969548	0.8383531984236811	-0.10512106276900972	cell_state_marker
FAK_P	6	iRSK_EGF	0.9256963277702077	0.08515825680143724	1.0697732371969042	-0.11138909607997825	cell_state_marker
FAK_P	7	iRSK_EGF	0.9849469228605771	0.7572604228071129	0.12075474039660751	-0.021882112642225244	cell_state_marker
FAK_P	8	iRSK_EGF	1.0224445343504502	0.5440246102145236	0.26438145353966497	0.032022581858494145	cell_state_marker
FAK_P	9	iRSK_EGF	1.0833894279918694	0.398893222072639	0.39914334308715266	0.11555191778045555	cell_state_marker
GAPDH	1	iRSK_EGF	0.939867956538546	0.5316665557944418	0.2743606578929838	-0.08947001025464194	cell_state_marker
GAPDH	2	iRSK_EGF	0.935971363409956	0.12182934735315294	0.9142480823246806	-0.09546370450010229	cell_state_marker
GAPDH	3	iRSK_EGF	0.9359192600820097	0.09295824315174261	1.0317120927497176	-0.09554401818073949	cell_state_marker
GAPDH	4	iRSK_EGF	0.9875886540958456	0.8222376974093983	0.08500261585343502	-0.01801783270160808	cell_state_marker
GAPDH	5	iRSK_EGF	0.9637038291644574	0.2902203974715294	0.5372720674392107	-0.05333825740167855	cell_state_marker
GAPDH	6	iRSK_EGF	0.8990303000393471	0.06932361262785364	1.15911881319037	-0.1535583551433523	cell_state_marker
GAPDH	7	iRSK_EGF	0.9754318021072484	0.7435126871321167	0.12871161637611048	-0.035887085406259955	cell_state_marker
GAPDH	8	iRSK_EGF	0.7544446711316752	0.0033695492352438265	2.4724281934135166	-0.40651299348711367	cell_state_marker
GAPDH	9	iRSK_EGF	1.0122000507736528	0.8989379220148848	0.04627029831933514	0.01749445182727815	cell_state_marker
GSK3B_P	1	iRSK_EGF	0.9781260609600465	0.726836024011706	0.13856355599005177	-0.03190768308218934	cell_state_marker
GSK3B_P	2	iRSK_EGF	0.8006471395350067	4.965835285516621e-5	4.304007689891723	-0.3207615354056044	cell_state_marker
GSK3B_P	3	iRSK_EGF	0.8535201216831689	0.013664133247293915	1.864417911564151	-0.22850292978861292	cell_state_marker
GSK3B_P	4	iRSK_EGF	0.8441827939027008	0.07411776850696376	1.130077664632428	-0.2443726702402053	cell_state_marker
GSK3B_P	5	iRSK_EGF	0.8605956110031959	0.061123303671752595	1.2137931804854192	-0.21659261225866927	cell_state_marker
GSK3B_P	6	iRSK_EGF	0.9618999710527896	0.48516316508246116	0.31411217938149266	-0.05604122040281717	cell_state_marker
GSK3B_P	7	iRSK_EGF	0.9665414926579707	0.4798128341676867	0.31892813958273464	-0.04909642766867075	cell_state_marker
GSK3B_P	8	iRSK_EGF	0.8807908698771852	0.04575654354650119	1.3395467896210065	-0.1831285806299221	cell_state_marker
GSK3B_P	9	iRSK_EGF	0.8157503163005634	0.014737077759269614	1.8315886249466413	-0.29380045317682324	cell_state_marker
H2A_P	1	iRSK_EGF	0.6668216116191434	0.0016626286951099687	2.7792047283328767	-0.5846272322089464	cell_state_marker
H2A_P	2	iRSK_EGF	0.8454306733879899	0.025498894108474755	1.593478654585724	-0.24224163860812592	cell_state_marker
H2A_P	3	iRSK_EGF	0.7992513548866388	0.08439196957012336	1.073698877276119	-0.32327881023054644	cell_state_marker
H2A_P	4	iRSK_EGF	0.8912221767285194	0.18242916863005965	0.7389057210388567	-0.16614296245830645	cell_state_marker
H2A_P	5	iRSK_EGF	0.5863834439077279	1.0911367623288263e-4	3.9621208118293354	-0.7700837242420483	cell_state_marker
H2A_P	6	iRSK_EGF	0.8575141150542415	0.16024605816319154	0.7952126447360076	-0.22176767602038783	cell_state_marker
H2A_P	7	iRSK_EGF	0.9235574255318667	0.29038348411657045	0.537028088250913	-0.1147264260951136	cell_state_marker
H2A_P	8	iRSK_EGF	0.8822641554447876	0.14578150961511238	0.8362975568230399	-0.1807174224455071	cell_state_marker
H2A_P	9	iRSK_EGF	0.943593088675524	0.5019503128290537	0.2993392707676398	-0.08376324325579358	cell_state_marker
IGFBP_3	1	iRSK_EGF	0.8717216374687282	0.0029932479179597556	2.5238573109102713	-0.19806057497213003	cell_state_marker
IGFBP_3	2	iRSK_EGF	0.9432980161928481	0.044207126741576085	1.3545077113060606	-0.0842144612511841	cell_state_marker
IGFBP_3	3	iRSK_EGF	0.97496733378445255	0.4279956856027195	0.3685606088568644	-0.0365742126165664	cell_state_marker
IGFBP_3	4	iRSK_EGF	0.8865388963116624	0.032707437360799084	1.485353481667209	-0.1737441650776562	cell_state_marker
IGFBP_3	5	iRSK_EGF	0.9093854443843484	0.04811471121393667	1.3177221165116642	-0.13703618238460408	cell_state_marker
IGFBP_3	6	iRSK_EGF	0.9546060714227226	0.26192379029399054	0.5818250532198	-0.06702258273399589	cell_state_marker
IGFBP_3	7	iRSK_EGF	0.9740487927896885	0.5463813254848559	0.2625041526235147	-0.03793405219720624	cell_state_marker
IGFBP_3	8	iRSK_EGF	1.0432187921805662	0.25692987907923076	0.5901853875021272	0.06104176312250373	cell_state_marker
IGFBP_3	9	iRSK_EGF	1.0433742354365152	0.6171790380045559	0.20958883282526802	0.061256713725658156	cell_state_marker
IKBA_P	1	iRSK_EGF	0.8960566692763918	9.110536512779743e-4	3.040456046992002	-0.15833811941396317	cell_state_marker
IKBA_P	2	iRSK_EGF	0.8874983226605067	1.4256800190631556e-6	5.845977937000873	-0.17218370202116556	cell_state_marker
IKBA_P	3	iRSK_EGF	0.9208408285014144	4.8739446458797534e-4	3.312119407470844	-0.11897629337783204	cell_state_marker
IKBA_P	4	iRSK_EGF	0.8932306318974583	0.005185801660938128	2.2851840975179454	-0.1628953679894114	cell_state_marker
IKBA_P	5	iRSK_EGF	0.8865879558923346	2.6926498983969445e-5	4.569820110412687	-0.17366433095448103	cell_state_marker
IKBA_P	6	iRSK_EGF	0.9426743412527762	0.26573966827444556	0.5755436114655169	-0.08516863512591258	cell_state_marker
IKBA_P	7	iRSK_EGF	0.930944939278512	0.014386076072608087	1.8420576475089874	-0.10323225275195885	cell_state_marker
IKBA_P	8	iRSK_EGF	0.898969313134082	0.0011814128726617978	2.9275983013845113	-0.15365622558244946	cell_state_marker
IKBA_P	9	iRSK_EGF	1.0208354739715217	0.7685354501909116	0.11433609502538275	0.029750368652691154	cell_state_marker
ITGB1	1	iRSK_EGF	0.7872287371972113	0.0027316095614693635	2.563581375787387	-0.34514520874376964	cell_state_marker
ITGB1	2	iRSK_EGF	0.8810649675753298	0.007600050537741475	2.119183519799567	-0.1826796910163493	cell_state_marker
ITGB1	3	iRSK_EGF	0.8809023692874273	0.028498567885179956	1.5451769636824	-0.18294596126934684	cell_state_marker
ITGB1	4	iRSK_EGF	0.8568787959239591	0.05771740696883292	1.2386931883966918	-0.22283694292499098	cell_state_marker
ITGB1	5	iRSK_EGF	0.8658201892083222	0.008632871471115345	2.063844724952493	-0.20786065315999552	cell_state_marker
ITGB1	6	iRSK_EGF	0.8753754447883177	0.006811787579853394	2.166738903624281	-0.1920261794721813	cell_state_marker
ITGB1	7	iRSK_EGF	0.8015526092299796	0.0023759245410506983	2.6241673565888632	-0.31913088132680767	cell_state_marker
ITGB1	8	iRSK_EGF	0.9762463354426659	0.7641654165644073	0.11681262084166978	-0.03468286709867682	cell_state_marker
ITGB1	9	iRSK_EGF	0.7506042301901922	0.03718249556726121	1.4296614651633934	-0.4138756740240305	cell_state_marker
JAK1	1	iRSK_EGF	1.023789214207009	0.4770346479948542	0.3214500761244602	0.03391871248507821	cell_state_marker
JAK1	2	iRSK_EGF	1.0578583417509126	0.01550638116117906	1.8094895448755886	0.08114644849498114	cell_state_marker
JAK1	3	iRSK_EGF	1.0827213745800495	0.006291551492622142	2.2012422446027795	0.11466203036223548	cell_state_marker
JAK1	4	iRSK_EGF	1.0477784671557429	0.3293421300026622	0.48235271004925745	0.06733371866872748	cell_state_marker
JAK1	5	iRSK_EGF	1.0651100487353367	0.063462653234075	1.1974817749581028	0.09100249952382349	cell_state_marker
JAK1	6	iRSK_EGF	1.0641986844987312	0.2770775029464178	0.5573987349282202	0.0897675252578931	cell_state_marker
JAK1	7	iRSK_EGF	1.048614626641526	0.2710609093889939	0.5669331089807054	0.06848457459462284	cell_state_marker
JAK1	8	iRSK_EGF	1.1094371287780722	0.013966766488224253	1.8549041278061082	0.1498279130778577	cell_state_marker
JAK1	9	iRSK_EGF	1.1020958493078319	0.06857040507973584	1.1638632849319654	0.14024970059486197	cell_state_marker
JAK1_P	1	iRSK_EGF	0.9199422846133658	0.05882971502937266	1.230403255326147	-0.12038474275465692	cell_state_marker
JAK1_P	2	iRSK_EGF	0.9272903502754608	0.012805067425948983	1.89261813038255	-0.10890695310732326	cell_state_marker
JAK1_P	3	iRSK_EGF	0.9189672503837889	0.010957402197962205	1.960292397021244	-0.12191464637716772	cell_state_marker
JAK1_P	4	iRSK_EGF	0.859904428204506	0.002153688448584808	2.666817121301061	-0.21775177067417406	cell_state_marker
JAK1_P	5	iRSK_EGF	0.9277656349016697	0.10286274457798593	0.9877418920393068	-0.1081676861593441	cell_state_marker
JAK1_P	6	iRSK_EGF	0.9706312839851291	0.315214121556639	0.5013943344034683	-0.04300473517381276	cell_state_marker
JAK1_P	7	iRSK_EGF	0.9444664578056242	0.22611685954215271	0.6456670549339467	-0.08242853386584931	cell_state_marker
JAK1_P	8	iRSK_EGF	0.9407780193502605	0.12191581648100071	0.9139399484846987	-0.08807374192485087	cell_state_marker
JAK1_P	9	iRSK_EGF	0.9977437763971752	0.9693424075919822	0.013522786973502003	-0.003258720187583337	cell_state_marker
JNK_P	1	iRSK_EGF	1.1380057138966235	0.10033952766254231	0.9985279476976862	0.18650780139636475	cell_state_marker
JNK_P	2	iRSK_EGF	1.0704069903523257	0.15045947111024108	0.8225804691305992	0.09815944272290099	cell_state_marker
JNK_P	3	iRSK_EGF	1.1108286991940826	0.09591114622985411	1.0181309187435468	0.15163635599114653	cell_state_marker
JNK_P	4	iRSK_EGF	1.079480853292402	0.20194838783228247	0.6947596094825461	0.11033765456461256	cell_state_marker
JNK_P	5	iRSK_EGF	1.1156105460532677	0.017027624228324975	1.7688459425544287	0.1578334775810824	cell_state_marker
JNK_P	6	iRSK_EGF	1.0725188799270413	0.16548958007416803	0.7812293460499194	0.10100304421654453	cell_state_marker
JNK_P	7	iRSK_EGF	1.0209325979280024	0.5783151370640246	0.23783544014091038	0.029887622489108995	cell_state_marker
JNK_P	8	iRSK_EGF	0.9715418264537863	0.7805411435867159	0.10760419963329829	-0.04165198737472638	cell_state_marker
JNK_P	9	iRSK_EGF	0.8637894428176035	0.1873173669609271	0.7274219555364284	-0.21124841076632614	cell_state_marker
KALLIKREIN_6	1	iRSK_EGF	1.4133378140885908	2.3026051468287788e-5	4.637780528929207	0.4991063379020888	cell_state_marker
KALLIKREIN_6	2	iRSK_EGF	1.3779490551743967	6.674953734244656e-6	5.175551740155429	0.4625225504472098	cell_state_marker
KALLIKREIN_6	3	iRSK_EGF	1.2786791540575035	1.968613211563744e-5	4.705839604626032	0.35465430884932875	cell_state_marker
KALLIKREIN_6	4	iRSK_EGF	1.2148000961504632	0.010151667376539398	1.9934626205134356	0.2807189278061821	cell_state_marker
KALLIKREIN_6	5	iRSK_EGF	1.2397746628768525	0.0011539414753627998	2.9378162168055195	0.3100779252152423	cell_state_marker
KALLIKREIN_6	6	iRSK_EGF	1.19290451812277	0.0017326645889469716	2.7612855003373196	0.2544785721668077	cell_state_marker
KALLIKREIN_6	7	iRSK_EGF	1.331728675287083	4.101486242753783e-4	3.387058740825466	0.4133001794882197	cell_state_marker
KALLIKREIN_6	8	iRSK_EGF	1.5041298281929516	1.2106075714915806e-6	5.916996614211068	0.5889290978709009	cell_state_marker
KALLIKREIN_6	9	iRSK_EGF	1.0870213425084645	0.5708111603400925	0.24350754427018734	0.12038026642672005	cell_state_marker
KLF4	1	iRSK_EGF	0.9619155679399123	0.10274560243358132	0.9882367570888753	-0.05601782777369065	cell_state_marker
KLF4	2	iRSK_EGF	0.91154346097262	9.590924025734323e-5	4.01813954924794	-0.13361665153035163	cell_state_marker
KLF4	3	iRSK_EGF	0.9921887635720366	0.7162888566504899	0.14491180513461582	-0.011313475925963112	cell_state_marker
KLF4	4	iRSK_EGF	0.9386847696895382	0.10993069042172984	0.9588810444274416	-0.09128734335516589	cell_state_marker
KLF4	5	iRSK_EGF	0.9216905764259088	0.002887288103003462	2.5395098786402706	-0.11764559453567364	cell_state_marker
KLF4	6	iRSK_EGF	0.9305616408394102	0.1269949937625685	0.8962133989192003	-0.10382637664170918	cell_state_marker
